기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,avg_price,gu,lat,lon
20244,A,골목상권,3110212,답십리초등학교,CS100001,한식음식점,1279056181,25046,51068.28160185259,동대문구,37.570011,127.056451
20244,A,골목상권,3110212,답십리초등학교,CS100010,커피-음료,405306720,61248,6617.468652037617,동대문구,37.570011,127.056451
20244,A,골목상권,3110212,답십리초등학교,CS300002,편의점,271587211,41775,6501.189970077798,동대문구,37.570011,127.056451
20244,A,골목상권,3110213,청량초등학교,CS100010,커피-음료,29030896,3696,7854.679653679654,동대문구,37.593031,127.05666
20244,A,골목상권,3110214,경희대후문,CS100001,한식음식점,296980264,19215,15455.647358834243,동대문구,37.597518,127.056471
20244,A,골목상권,3110214,경희대후문,CS100010,커피-음료,738202709,106423,6936.495954821796,동대문구,37.597518,127.056471
20244,A,골목상권,3110214,경희대후문,CS300001,슈퍼마켓,3677859,773,4757.90297542044,동대문구,37.597518,127.056471
20244,A,골목상권,3110214,경희대후문,CS300002,편의점,1121500698,235946,4753.209200410263,동대문구,37.597518,127.056471
20244,A,골목상권,3110215,회기역 1번,CS100001,한식음식점,230401923,8284,27812.883027522937,동대문구,37.591319,127.05838
20244,A,골목상권,3110215,회기역 1번,CS100010,커피-음료,54309662,17103,3175.4465298485648,동대문구,37.591319,127.05838
20244,A,골목상권,3110215,회기역 1번,CS300002,편의점,254243040,45404,5599.573605849705,동대문구,37.591319,127.05838
20244,A,골목상권,3110216,전농중학교,CS100001,한식음식점,607648272,16463,36909.93573467776,동대문구,37.578903,127.05837
20244,A,골목상권,3110216,전농중학교,CS100010,커피-음료,28285526,3466,8160.855741488748,동대문구,37.578903,127.05837
20244,A,골목상권,3110216,전농중학교,CS300001,슈퍼마켓,17169811,3370,5094.8994065281895,동대문구,37.578903,127.05837
20244,A,골목상권,3110217,자동차부품상가,CS100001,한식음식점,92695507,4118,22509.836571151045,동대문구,37.565208,127.058937
20244,A,골목상권,3110218,답십리사거리,CS100001,한식음식점,4977913567,138770,35871.68384377027,동대문구,37.570596,127.05816
20244,A,골목상권,3110218,답십리사거리,CS100010,커피-음료,42310966,4177,10129.510653579124,동대문구,37.570596,127.05816
20244,A,골목상권,3110218,답십리사거리,CS300001,슈퍼마켓,47833404,6378,7499.749764816557,동대문구,37.570596,127.05816
20244,A,골목상권,3110219,삼육보건대학교,CS100001,한식음식점,925530975,16604,55741.44633823175,동대문구,37.587714,127.060178
20244,A,골목상권,3110219,삼육보건대학교,CS100010,커피-음료,89953209,8741,10290.951721770964,동대문구,37.587714,127.060178
20244,A,골목상권,3110219,삼육보건대학교,CS300001,슈퍼마켓,101645225,16085,6319.255517562947,동대문구,37.587714,127.060178
20244,A,골목상권,3110219,삼육보건대학교,CS300002,편의점,1006477997,150297,6696.594057100275,동대문구,37.587714,127.060178
20244,A,골목상권,3110220,외대앞역 1번,CS100001,한식음식점,3465870418,143934,24079.581044089653,동대문구,37.595219,127.06118
20244,A,골목상권,3110220,외대앞역 1번,CS100010,커피-음료,1667773261,349518,4771.637686757192,동대문구,37.595219,127.06118
20244,A,골목상권,3110220,외대앞역 1번,CS300001,슈퍼마켓,320468854,32866,9750.771435526076,동대문구,37.595219,127.06118
20244,A,골목상권,3110220,외대앞역 1번,CS300002,편의점,1298199156,242748,5347.9293588412675,동대문구,37.595219,127.06118
20244,A,골목상권,3110221,의릉,CS100001,한식음식점,369450264,7194,51355.33277731443,성북구,37.603985,127.061119
20244,A,골목상권,3110221,의릉,CS100010,커피-음료,88862445,18623,4771.650378564141,성북구,37.603985,127.061119
20244,A,골목상권,3110222,회기역 2번,CS100001,한식음식점,33000000,577,57192.374350086655,동대문구,37.590623,127.061459
20244,A,골목상권,3110223,군자초등학교,CS100001,한식음식점,116556075,6002,19419.53932022659,동대문구,37.56389,127.063113
20244,A,골목상권,3110224,외대앞역 2번,CS100001,한식음식점,1308886233,15215,86026.04226092671,동대문구,37.594253,127.063535
20244,A,골목상권,3110224,외대앞역 2번,CS300001,슈퍼마켓,27260029,7472,3648.290819057816,동대문구,37.594253,127.063535
20244,A,골목상권,3110224,외대앞역 2번,CS300002,편의점,127291968,20676,6156.508415554265,동대문구,37.594253,127.063535
20244,A,골목상권,3110225,촬영소사거리,CS100001,한식음식점,890085936,34965,25456.483226083226,동대문구,37.569647,127.063582
20244,A,골목상권,3110225,촬영소사거리,CS100010,커피-음료,136960466,17057,8029.575306325849,동대문구,37.569647,127.063582
20244,A,골목상권,3110226,장안1동주민센터,CS100001,한식음식점,3373097311,97613,34555.82054644361,동대문구,37.568961,127.066603
20244,A,골목상권,3110226,장안1동주민센터,CS100010,커피-음료,178630710,21626,8259.997687968187,동대문구,37.568961,127.066603
20244,A,골목상권,3110226,장안1동주민센터,CS300001,슈퍼마켓,3121701508,216508,14418.411827738468,동대문구,37.568961,127.066603
20244,A,골목상권,3110226,장안1동주민센터,CS300002,편의점,3254477084,409468,7948.0620805533035,동대문구,37.568961,127.066603
20244,A,골목상권,3110227,답십리공원,CS100001,한식음식점,155329403,3599,43159.04501250348,동대문구,37.576159,127.067017
20244,A,골목상권,3110227,답십리공원,CS100010,커피-음료,111844746,23950,4669.926764091858,동대문구,37.576159,127.067017
20244,A,골목상권,3110228,장안근린공원,CS100001,한식음식점,3481004734,134479,25885.117631749195,동대문구,37.575834,127.069643
20244,A,골목상권,3110228,장안근린공원,CS100010,커피-음료,15265321,2980,5122.590939597316,동대문구,37.575834,127.069643
20244,A,골목상권,3110228,장안근린공원,CS300001,슈퍼마켓,4436796561,322825,13743.658517772787,동대문구,37.575834,127.069643
20244,A,골목상권,3110229,장평중학교,CS100001,한식음식점,1163664696,21020,55359.8808753568,동대문구,37.564562,127.069995
20244,A,골목상권,3110229,장평중학교,CS100010,커피-음료,43488089,5539,7851.25275320455,동대문구,37.564562,127.069995
20244,A,골목상권,3110229,장평중학교,CS300002,편의점,512908724,68527,7484.768397857779,동대문구,37.564562,127.069995
20244,A,골목상권,3110230,장안현대홈타운1차아파트,CS100001,한식음식점,1329989270,23101,57572.800744556516,동대문구,37.569003,127.071584
20244,A,골목상권,3110230,장안현대홈타운1차아파트,CS100010,커피-음료,43549777,3549,12270.999436460976,동대문구,37.569003,127.071584
20244,A,골목상권,3110230,장안현대홈타운1차아파트,CS300001,슈퍼마켓,1057981791,86425,12241.617483367081,동대문구,37.569003,127.071584
20244,A,골목상권,3110230,장안현대홈타운1차아파트,CS300002,편의점,1973903472,257215,7674.138257877651,동대문구,37.569003,127.071584
20244,A,골목상권,3110232,동대부고,CS100001,한식음식점,665715865,22678,29355.14000352765,동대문구,37.5773,127.073471
20244,A,골목상권,3110232,동대부고,CS100010,커피-음료,122960363,18661,6589.162585070468,동대문구,37.5773,127.073471
20244,A,골목상권,3110232,동대부고,CS300002,편의점,129657242,17752,7303.8103875619645,동대문구,37.5773,127.073471
20244,A,골목상권,3110233,중랑역 1번,CS100001,한식음식점,966216322,13135,73560.4356299962,중랑구,37.595968,127.07392
20244,A,골목상권,3110233,중랑역 1번,CS300001,슈퍼마켓,1881652135,203867,9229.802444731124,중랑구,37.595968,127.07392
20244,A,골목상권,3110233,중랑역 1번,CS300002,편의점,177000000,23177,7636.881391034215,중랑구,37.595968,127.07392
20244,A,골목상권,3110234,중랑역 4번,CS100001,한식음식점,876739139,20380,43019.584838076546,중랑구,37.593824,127.073623
20244,A,골목상권,3110236,신묵초등학교,CS100001,한식음식점,1135268546,31065,36544.93951392242,중랑구,37.608879,127.074929
20244,A,골목상권,3110236,신묵초등학교,CS100010,커피-음료,7819394,889,8795.718785151856,중랑구,37.608879,127.074929
20244,A,골목상권,3110236,신묵초등학교,CS300001,슈퍼마켓,209777927,25017,8385.414997801496,중랑구,37.608879,127.074929
20244,A,골목상권,3110237,메가박스 상봉,CS100001,한식음식점,3164335838,58678,53927.12495313405,중랑구,37.591409,127.074742
20244,A,골목상권,3110237,메가박스 상봉,CS100010,커피-음료,155173139,21914,7081.004791457516,중랑구,37.591409,127.074742
20244,A,골목상권,3110237,메가박스 상봉,CS300001,슈퍼마켓,356421576,40790,8737.964599166462,중랑구,37.591409,127.074742
20244,A,골목상권,3110237,메가박스 상봉,CS300002,편의점,209812903,23222,9035.091852553613,중랑구,37.591409,127.074742
20244,A,골목상권,3110239,중랑역 2번,CS100001,한식음식점,599453912,19240,31156.648232848234,중랑구,37.596237,127.076581
20244,A,골목상권,3110240,태릉시장 특화거리,CS100001,한식음식점,1861535413,26781,69509.55576714835,중랑구,37.598057,127.076798
20244,A,골목상권,3110240,태릉시장 특화거리,CS100010,커피-음료,16701300,1265,13202.608695652174,중랑구,37.598057,127.076798
20244,A,골목상권,3110241,먹골역 5번,CS100001,한식음식점,1420838134,50016,28407.672224888036,중랑구,37.608228,127.077341
20244,A,골목상권,3110241,먹골역 5번,CS100010,커피-음료,138465899,27345,5063.664253062717,중랑구,37.608228,127.077341
20244,A,골목상권,3110241,먹골역 5번,CS300001,슈퍼마켓,6304708735,698698,9023.51049380419,중랑구,37.608228,127.077341
20244,A,골목상권,3110242,면목5동주민센터,CS100001,한식음식점,368007385,14620,25171.503761969903,중랑구,37.584667,127.078199
20244,A,골목상권,3110242,면목5동주민센터,CS300002,편의점,368367012,47139,7814.4850760516765,중랑구,37.584667,127.078199
20244,A,골목상권,3110243,중랑노인종합복지관,CS100001,한식음식점,1710460791,40957,41762.355421539665,중랑구,37.588118,127.077988
20244,A,골목상권,3110243,중랑노인종합복지관,CS100010,커피-음료,11839944,1969,6013.176231589639,중랑구,37.588118,127.077988
20244,A,골목상권,3110243,중랑노인종합복지관,CS300002,편의점,420175587,48461,8670.386228100948,중랑구,37.588118,127.077988
20244,A,골목상권,3110244,중화역 4번,CS100001,한식음식점,1529912443,38272,39974.718932901334,중랑구,37.603417,127.078276
20244,A,골목상권,3110244,중화역 4번,CS100010,커피-음료,25072576,5436,4612.320824135394,중랑구,37.603417,127.078276
20244,A,골목상권,3110244,중화역 4번,CS300001,슈퍼마켓,380413964,35801,10625.791570067875,중랑구,37.603417,127.078276
20244,A,골목상권,3110245,KB국민은행 중화동지점,CS100001,한식음식점,512394652,23269,22020.484421333105,중랑구,37.597082,127.078767
20244,A,골목상권,3110245,KB국민은행 중화동지점,CS300001,슈퍼마켓,748243855,68441,10932.684428924184,중랑구,37.597082,127.078767
20244,A,골목상권,3110246,월드순복음교회,CS100001,한식음식점,789786847,16329,48367.12885051136,중랑구,37.593028,127.078933
20244,A,골목상권,3110246,월드순복음교회,CS100010,커피-음료,154957211,18538,8358.895835580968,중랑구,37.593028,127.078933
20244,A,골목상권,3110246,월드순복음교회,CS300002,편의점,191769621,23623,8117.919866232062,중랑구,37.593028,127.078933
20244,A,골목상권,3110247,먹골역 1번,CS100001,한식음식점,505059630,23160,21807.410621761657,중랑구,37.6102,127.079291
20244,A,골목상권,3110247,먹골역 1번,CS100010,커피-음료,85274973,13988,6096.294895624821,중랑구,37.6102,127.079291
20244,A,골목상권,3110247,먹골역 1번,CS300001,슈퍼마켓,1802784008,120480,14963.346679946879,중랑구,37.6102,127.079291
20244,A,골목상권,3110248,먹골파출소,CS100001,한식음식점,100719889,3420,29450.259941520468,중랑구,37.615236,127.080497
20244,A,골목상권,3110248,먹골파출소,CS300001,슈퍼마켓,1961137362,126752,15472.239980434233,중랑구,37.615236,127.080497
20244,A,골목상권,3110249,중화역 1번,CS100001,한식음식점,310951997,6089,51067.82673673838,중랑구,37.604271,127.080077
20244,A,골목상권,3110249,중화역 1번,CS100010,커피-음료,27651872,3310,8354.03987915408,중랑구,37.604271,127.080077
20244,A,골목상권,3110249,중화역 1번,CS300001,슈퍼마켓,735439318,97067,7576.615306952929,중랑구,37.604271,127.080077
20244,A,골목상권,3110249,중화역 1번,CS300002,편의점,127790450,20615,6198.906136308513,중랑구,37.604271,127.080077
20244,A,골목상권,3110250,화랑대역 7번,CS100001,한식음식점,492412174,10103,48739.20360289023,중랑구,37.617758,127.081836
20244,A,골목상권,3110250,화랑대역 7번,CS300002,편의점,212219178,30521,6953.218374234134,중랑구,37.617758,127.081836
20244,A,골목상권,3110251,장안중학교,CS100001,한식음식점,488011501,13591,35906.96056213671,중랑구,37.599684,127.082043
20244,A,골목상권,3110251,장안중학교,CS100010,커피-음료,8524477,1586,5374.827868852459,중랑구,37.599684,127.082043
20244,A,골목상권,3110251,장안중학교,CS300002,편의점,304306108,40216,7566.7920230753925,중랑구,37.599684,127.082043
20244,A,골목상권,3110252,장안제일시장,CS100001,한식음식점,1786693264,36830,48511.89964702688,중랑구,37.585277,127.081631
20244,A,골목상권,3110252,장안제일시장,CS300001,슈퍼마켓,2706423634,198549,13631.011155936318,중랑구,37.585277,127.081631
20244,A,골목상권,3110253,중곡초등학교,CS100001,한식음식점,749455861,20429,36685.88090459641,중랑구,37.573149,127.082568
20244,A,골목상권,3110253,중곡초등학교,CS300001,슈퍼마켓,551481256,53434,10320.793053112251,중랑구,37.573149,127.082568
20244,A,골목상권,3110253,중곡초등학교,CS300002,편의점,558467182,72578,7694.717159469812,중랑구,37.573149,127.082568
20244,A,골목상권,3110254,오거리공원,CS100001,한식음식점,558370534,13494,41379.17103898029,중랑구,37.57669,127.082991
20244,A,골목상권,3110254,오거리공원,CS100010,커피-음료,159512976,22793,6998.331768525424,중랑구,37.57669,127.082991
20244,A,골목상권,3110254,오거리공원,CS300001,슈퍼마켓,483064050,49231,9812.192520972558,중랑구,37.57669,127.082991
20244,A,골목상권,3110254,오거리공원,CS300002,편의점,725059352,103340,7016.250745113219,중랑구,37.57669,127.082991
20244,A,골목상권,3110255,상봉역 4번,CS100001,한식음식점,1518151181,38880,39047.09827674897,중랑구,37.593692,127.082783
20244,A,골목상권,3110255,상봉역 4번,CS100010,커피-음료,33357325,2609,12785.482943656574,중랑구,37.593692,127.082783
20244,A,골목상권,3110255,상봉역 4번,CS300001,슈퍼마켓,869828786,116437,7470.381287734998,중랑구,37.593692,127.082783
20244,A,골목상권,3110255,상봉역 4번,CS300002,편의점,1139703648,168261,6773.42728261451,중랑구,37.593692,127.082783
20244,A,골목상권,3110256,면목2동체육관,CS100001,한식음식점,1452687729,25384,57228.47971162937,중랑구,37.589872,127.082621
20244,A,골목상권,3110256,면목2동체육관,CS100010,커피-음료,2238816,59,37946.03389830508,중랑구,37.589872,127.082621
20244,A,골목상권,3110256,면목2동체육관,CS300001,슈퍼마켓,1451286977,189616,7653.821286178381,중랑구,37.589872,127.082621
20244,A,골목상권,3110257,상봉역 7번,CS100001,한식음식점,114705000,3518,32605.173393973848,중랑구,37.598699,127.085869
20244,A,골목상권,3110257,상봉역 7번,CS300002,편의점,247460576,35246,7020.954888497986,중랑구,37.598699,127.085869
20244,A,골목상권,3110258,면동초등학교,CS100001,한식음식점,432240958,9430,45836.79300106045,중랑구,37.586301,127.085843
20244,A,골목상권,3110258,면동초등학교,CS100010,커피-음료,25459235,5913,4305.637578217487,중랑구,37.586301,127.085843
20244,A,골목상권,3110258,면동초등학교,CS300001,슈퍼마켓,226103892,22205,10182.566629137582,중랑구,37.586301,127.085843
20244,A,골목상권,3110259,사가정역 1번,CS100001,한식음식점,2806046931,64417,43560.658382104106,중랑구,37.582265,127.086099
20244,A,골목상권,3110259,사가정역 1번,CS100010,커피-음료,23730664,3849,6165.410236425046,중랑구,37.582265,127.086099
20244,A,골목상권,3110259,사가정역 1번,CS300001,슈퍼마켓,277024037,42459,6524.506865446666,중랑구,37.582265,127.086099
20244,A,골목상권,3110260,면목역 3번,CS100001,한식음식점,1081450550,28697,37685.14304631146,중랑구,37.589581,127.086221
20244,A,골목상권,3110260,면목역 3번,CS100010,커피-음료,81000000,12126,6679.861454725384,중랑구,37.589581,127.086221
20244,A,골목상권,3110260,면목역 3번,CS300001,슈퍼마켓,273099426,45066,6059.988150712289,중랑구,37.589581,127.086221
20244,A,골목상권,3110261,사가정역 4번,CS100001,한식음식점,380931210,5175,73609.89565217392,중랑구,37.578101,127.088257
20244,A,골목상권,3110261,사가정역 4번,CS100010,커피-음료,137148068,30293,4527.384808371571,중랑구,37.578101,127.088257
20244,A,골목상권,3110261,사가정역 4번,CS300001,슈퍼마켓,265984626,24910,10677.825210758732,중랑구,37.578101,127.088257
20244,A,골목상권,3110261,사가정역 4번,CS300002,편의점,508332623,79678,6379.83662993549,중랑구,37.578101,127.088257
20244,A,골목상권,3110262,상봉역 3번,CS100001,한식음식점,6518086726,116081,56151.19378709694,중랑구,37.594381,127.088887
20244,A,골목상권,3110262,상봉역 3번,CS100010,커피-음료,78365303,3542,22124.591473743647,중랑구,37.594381,127.088887
20244,A,골목상권,3110262,상봉역 3번,CS300001,슈퍼마켓,441670424,43301,10200.00517309069,중랑구,37.594381,127.088887
20244,A,골목상권,3110262,상봉역 3번,CS300002,편의점,1363925455,178197,7654.0315212938485,중랑구,37.594381,127.088887
20244,A,골목상권,3110263,면목역 1번,CS100001,한식음식점,64058041,1189,53875.56013456686,중랑구,37.591786,127.089835
20244,A,골목상권,3110263,면목역 1번,CS100010,커피-음료,50889086,7630,6669.60498034076,중랑구,37.591786,127.089835
20244,A,골목상권,3110263,면목역 1번,CS300001,슈퍼마켓,1223160196,148154,8256.005210794174,중랑구,37.591786,127.089835
20244,A,골목상권,3110263,면목역 1번,CS300002,편의점,435173424,57269,7598.760655852207,중랑구,37.591786,127.089835
20244,A,골목상권,3110264,면목역 2번,CS100001,한식음식점,2221532690,76913,28883.708735844397,중랑구,37.587261,127.091596
20244,A,골목상권,3110264,면목역 2번,CS300001,슈퍼마켓,1461480442,163730,8926.161619739816,중랑구,37.587261,127.091596
20244,A,골목상권,3110264,면목역 2번,CS300002,편의점,1688848034,225584,7486.559481168877,중랑구,37.587261,127.091596
20244,A,골목상권,3110265,망우역 1번,CS100001,한식음식점,907065190,24043,37726.789086220524,중랑구,37.599352,127.092653
20244,A,골목상권,3110265,망우역 1번,CS100010,커피-음료,12000000,2476,4846.526655896608,중랑구,37.599352,127.092653
20244,A,골목상권,3110265,망우역 1번,CS300001,슈퍼마켓,157194235,471,333745.7218683652,중랑구,37.599352,127.092653
20244,A,골목상권,3110266,면목동우체국,CS100001,한식음식점,324362212,11436,28363.257432668765,중랑구,37.583171,127.091636
20244,A,골목상권,3110266,면목동우체국,CS100010,커피-음료,71828449,18114,3965.355470906481,중랑구,37.583171,127.091636
20244,A,골목상권,3110266,면목동우체국,CS300001,슈퍼마켓,762547967,85357,8933.631301474981,중랑구,37.583171,127.091636
20244,A,골목상권,3110267,망우역 2번,CS100001,한식음식점,166980407,4128,40450.67999031008,중랑구,37.600778,127.089416
20244,A,골목상권,3110267,망우역 2번,CS100010,커피-음료,96310760,14174,6794.8892338083815,중랑구,37.600778,127.089416
20244,A,골목상권,3110267,망우역 2번,CS300001,슈퍼마켓,250698433,21584,11615.012648257969,중랑구,37.600778,127.089416
20244,A,골목상권,3110267,망우역 2번,CS300002,편의점,264282795,45362,5826.083395793837,중랑구,37.600778,127.089416
20244,A,골목상권,3110268,망우3동주민센터,CS100001,한식음식점,458055091,10177,45008.85241230225,중랑구,37.591845,127.094444
20244,A,골목상권,3110268,망우3동주민센터,CS100010,커피-음료,27000000,6166,4378.851767758677,중랑구,37.591845,127.094444
20244,A,골목상권,3110268,망우3동주민센터,CS300001,슈퍼마켓,412271912,35600,11580.671685393258,중랑구,37.591845,127.094444
20244,A,골목상권,3110269,용마문화복지센터,CS100001,한식음식점,1126851940,35586,31665.59714494464,중랑구,37.588232,127.094949
20244,A,골목상권,3110269,용마문화복지센터,CS300001,슈퍼마켓,319669103,22591,14150.285644725776,중랑구,37.588232,127.094949
20244,A,골목상권,3110270,혜원여고,CS100001,한식음식점,494497691,9374,52752.04725837422,중랑구,37.59178,127.097297
20244,A,골목상권,3110270,혜원여고,CS100010,커피-음료,19691656,2049,9610.373840897999,중랑구,37.59178,127.097297
20244,A,골목상권,3110270,혜원여고,CS300001,슈퍼마켓,534207339,58660,9106.841783157177,중랑구,37.59178,127.097297
20244,A,골목상권,3110271,신내역 1번,CS100001,한식음식점,597075783,7055,84631.57802976613,중랑구,37.615555,127.098959
20244,A,골목상권,3110272,신내1동주민센터,CS100001,한식음식점,5210055645,115583,45076.31438014241,중랑구,37.606158,127.098426
20244,A,골목상권,3110272,신내1동주민센터,CS100010,커피-음료,889015255,118177,7522.74346954145,중랑구,37.606158,127.098426
20244,A,골목상권,3110272,신내1동주민센터,CS300001,슈퍼마켓,514659659,53280,9659.528134384384,중랑구,37.606158,127.098426
20244,A,골목상권,3110273,장스여성병원,CS100001,한식음식점,2019489747,83465,24195.647840412148,중랑구,37.600581,127.098735
20244,A,골목상권,3110273,장스여성병원,CS100010,커피-음료,26857005,5479,4901.80781164446,중랑구,37.600581,127.098735
20244,A,골목상권,3110273,장스여성병원,CS300001,슈퍼마켓,221896303,22255,9970.626960233656,중랑구,37.600581,127.098735
20244,A,골목상권,3110274,서일대학교,CS100001,한식음식점,716276100,37715,18991.809624817713,중랑구,37.589562,127.098755
20244,A,골목상권,3110274,서일대학교,CS100010,커피-음료,200592354,28549,7026.24799467582,중랑구,37.589562,127.098755
20244,A,골목상권,3110274,서일대학교,CS300001,슈퍼마켓,1418269922,173505,8174.230840609781,중랑구,37.589562,127.098755
20244,A,골목상권,3110274,서일대학교,CS300002,편의점,291677947,47335,6161.993176296609,중랑구,37.589562,127.098755
20244,A,골목상권,3110275,하나은행 망우동지점,CS100001,한식음식점,2575564211,47748,53940.77680740555,중랑구,37.598292,127.099729
20244,A,골목상권,3110275,하나은행 망우동지점,CS100010,커피-음료,35579289,7202,4940.1956400999725,중랑구,37.598292,127.099729
20244,A,골목상권,3110277,러스크서울병원,CS100001,한식음식점,1341109448,26308,50977.24828949369,중랑구,37.598875,127.102685
20244,A,골목상권,3110277,러스크서울병원,CS100010,커피-음료,67474915,7154,9431.7745317305,중랑구,37.598875,127.102685
20244,A,골목상권,3110277,러스크서울병원,CS300001,슈퍼마켓,941710081,120052,7844.184861559991,중랑구,37.598875,127.102685
20244,A,골목상권,3110277,러스크서울병원,CS300002,편의점,716691845,91337,7846.675991109846,중랑구,37.598875,127.102685
20244,A,골목상권,3110278,망우본동주민센터,CS100001,한식음식점,777569915,31908,24369.1210668171,중랑구,37.601505,127.103527
20244,A,골목상권,3110278,망우본동주민센터,CS100010,커피-음료,163854723,28043,5842.981243090968,중랑구,37.601505,127.103527
20244,A,골목상권,3110278,망우본동주민센터,CS300001,슈퍼마켓,769296932,101215,7600.621765548584,중랑구,37.601505,127.103527
20244,A,골목상권,3110278,망우본동주민센터,CS300002,편의점,420413472,68009,6181.7328882941965,중랑구,37.601505,127.103527
20244,A,골목상권,3110280,북정마을,CS100010,커피-음료,53884768,2799,19251.4355126831,성북구,37.593171,126.990194
20244,A,골목상권,3110282,국민대학교앞,CS100001,한식음식점,230461948,3261,70672.17049984667,성북구,37.607866,126.9988
20244,A,골목상권,3110282,국민대학교앞,CS300001,슈퍼마켓,269039730,38865,6922.416827479738,성북구,37.607866,126.9988
20244,A,골목상권,3110283,성북초등학교앞,CS100001,한식음식점,1363345162,33634,40534.731581138134,성북구,37.59273,126.999332
20244,A,골목상권,3110283,성북초등학교앞,CS100010,커피-음료,29308388,3064,9565.400783289817,성북구,37.59273,126.999332
20244,A,골목상권,3110284,정릉북한산국립공원입구,CS100001,한식음식점,203960096,5099,40000.01882722102,성북구,37.618597,126.999049
20244,A,골목상권,3110285,홍대부중,CS100001,한식음식점,242847714,6707,36208.09810645594,성북구,37.594189,127.001381
20244,A,골목상권,3110285,홍대부중,CS100010,커피-음료,113912654,9869,11542.471780322221,성북구,37.594189,127.001381
20244,A,골목상권,3110285,홍대부중,CS300002,편의점,83701820,12412,6743.620689655172,성북구,37.594189,127.001381
20244,A,골목상권,3110286,한성대입구역 5번,CS100001,한식음식점,294279739,8498,34629.29383384326,성북구,37.58981,127.003023
20244,A,골목상권,3110286,한성대입구역 5번,CS100010,커피-음료,240572668,18062,13319.27073413797,성북구,37.58981,127.003023
20244,A,골목상권,3110286,한성대입구역 5번,CS300001,슈퍼마켓,1712034206,59032,29001.799125897818,성북구,37.58981,127.003023
20244,A,골목상권,3110286,한성대입구역 5번,CS300002,편의점,287250600,46796,6138.357979314472,성북구,37.58981,127.003023
20244,A,골목상권,3110287,정릉3동주민센터,CS100001,한식음식점,571447567,12559,45501.04044908034,성북구,37.609344,127.003647
20244,A,골목상권,3110287,정릉3동주민센터,CS100010,커피-음료,27161591,2334,11637.356898029135,성북구,37.609344,127.003647
20244,A,골목상권,3110287,정릉3동주민센터,CS300001,슈퍼마켓,131731276,20047,6571.12166408939,성북구,37.609344,127.003647
20244,A,골목상권,3110288,동구여중,CS100001,한식음식점,2100795797,39803,52779.83561540587,성북구,37.591117,127.005299
20244,A,골목상권,3110288,동구여중,CS100010,커피-음료,74711778,5976,12501.970883534137,성북구,37.591117,127.005299
20244,A,골목상권,3110289,북한산보국문역 2번,CS100001,한식음식점,189453378,6227,30424.502649751084,성북구,37.608947,127.006942
20244,A,골목상권,3110289,북한산보국문역 2번,CS300001,슈퍼마켓,409159283,39369,10392.930554497194,성북구,37.608947,127.006942
20244,A,골목상권,3110289,북한산보국문역 2번,CS300002,편의점,323187614,44638,7240.19028630315,성북구,37.608947,127.006942
20244,A,골목상권,3110290,북한산보국문역 1번,CS100001,한식음식점,96799516,2156,44897.73469387755,성북구,37.613398,127.009027
20244,A,골목상권,3110291,한성대입구역 3번,CS100001,한식음식점,568558762,17505,32479.792173664668,성북구,37.585666,127.009952
20244,A,골목상권,3110291,한성대입구역 3번,CS100010,커피-음료,39675606,7297,5437.249006441003,성북구,37.585666,127.009952
20244,A,골목상권,3110291,한성대입구역 3번,CS300001,슈퍼마켓,2087349839,179863,11605.220856985594,성북구,37.585666,127.009952
20244,A,골목상권,3110292,정릉역 2번,CS100001,한식음식점,889545351,12565,70795.49152407481,성북구,37.604208,127.011291
20244,A,골목상권,3110293,삼선중학교,CS100001,한식음식점,715615589,28901,24760.928306978996,성북구,37.591342,127.010406
20244,A,골목상권,3110293,삼선중학교,CS100010,커피-음료,144286520,35096,4111.195577843629,성북구,37.591342,127.010406
20244,A,골목상권,3110293,삼선중학교,CS300002,편의점,418363628,69058,6058.1486286889285,성북구,37.591342,127.010406
20244,A,골목상권,3110294,서경대학교,CS100001,한식음식점,1800511019,70697,25467.997496357697,성북구,37.61092,127.012277
20244,A,골목상권,3110294,서경대학교,CS100010,커피-음료,139401144,25328,5503.835439039798,성북구,37.61092,127.012277
20244,A,골목상권,3110295,정릉우체국,CS100001,한식음식점,919429845,32652,28158.45415288497,성북구,37.606911,127.012424
20244,A,골목상권,3110295,정릉우체국,CS100010,커피-음료,141013346,20129,7005.48194147747,성북구,37.606911,127.012424
20244,A,골목상권,3110295,정릉우체국,CS300001,슈퍼마켓,195081335,26651,7319.850474653859,성북구,37.606911,127.012424
20244,A,골목상권,3110295,정릉우체국,CS300002,편의점,123673151,20276,6099.484661668968,성북구,37.606911,127.012424
20244,A,골목상권,3110296,성신여대입구역 4번,CS100001,한식음식점,404590870,17687,22875.04212133205,성북구,37.593702,127.014935
20244,A,골목상권,3110296,성신여대입구역 4번,CS100010,커피-음료,1466076794,175818,8338.60465936366,성북구,37.593702,127.014935
20244,A,골목상권,3110296,성신여대입구역 4번,CS300001,슈퍼마켓,178945431,6659,26872.71827601742,성북구,37.593702,127.014935
20244,A,골목상권,3110297,경동고등학교,CS100001,한식음식점,813937521,12948,62862.026645041704,성북구,37.588206,127.014198
20244,A,골목상권,3110297,경동고등학교,CS100010,커피-음료,8302180,990,8386.040404040405,성북구,37.588206,127.014198
